P,T,x_CO2,y_CO2,x_N2,y_N2,betaL,betaV,lnphi_CO2,phi_CO2,dlnphi_CO2_dT_1_per_K,dlnphi_CO2_dP_1_per_Pa,dlnphi_CO2_dn_CO2_1_per_mol,dphi_CO2_dT_1_per_K,dphi_CO2_dP_1_per_Pa,dphi_CO2_dn_CO2_1_per_mol,f_CO2_Pa,df_CO2_dT_Pa_per_K,df_CO2_dP_Pa_per_Pa,df_CO2_dn_CO2_Pa_per_mol,phase_id,phase_kind
12.0,130.0,0.9687129429233399,0.0009112816157456659,0.03128705707666015,0.9990887183842545,0.929001007468305,0.07099899253169495,-7.467610927364601,0.0005712915247526721,0.13593294493342012,-8.038156129381028e-07,-0.004338328751556544,7.76573393751346e-05,-4.5921304713541243e-10,-2.4784504473550944e-06,664.1009930523877,90.27320371881983,1.960274742711533e-05,18.567748218722436,0,Two-phase (LV)
13.0,130.0,0.9662079782690802,0.0008816921034294517,0.033792021730919795,0.9991183078965706,0.9314138864569168,0.06858611354308325,-7.544340492189056,0.0005290960930686661,0.1359112706532952,-7.397145433430558e-07,-0.005066269933899618,7.191012230665655e-05,-3.913800748688833e-10,-2.6805436284575374e-06,664.5819263121284,90.32417405829597,1.961595025792054e-05,19.876043245249253,0,Two-phase (LV)
14.0,130.0,0.9637252324603162,0.0008589826063986479,0.0362747675396839,0.9991410173936014,0.9338171501286038,0.06618284987139622,-7.6151108100666045,0.0004929460558620082,0.13588941107632033,-6.847710166711257e-07,-0.005844293714450326,6.69861492234832e-05,-3.375551718366489e-10,-2.8809215358374137e-06,665.0903731864139,90.3787391248319,1.962994125097091e-05,21.147121532842878,0,Two-phase (LV)
15.0,130.0,0.9612663413396871,0.0008420271920117092,0.03873365866031288,0.9991579728079885,0.9362090896313285,0.06379091036867146,-7.680742487852317,0.00046163201534037764,0.13586737361915205,-6.37153530022957e-07,-0.006670494965331739,6.272072950281321e-05,-2.941304681457335e-10,-3.0793140341639333e-06,665.6269776472674,90.43698926298825,1.9644739945043287e-05,22.380983960114627,0,Two-phase (LV)
16.0,130.0,0.9588330338925174,0.0008300141123234707,0.041166966107482564,0.9991699858876772,0.9385878408754743,0.06141215912452569,-7.741897333360935,0.00043424688187130754,0.1358451663215375,-5.954884558192216e-07,-0.007542791359220002,5.899033989241682e-05,-2.5858900512985686e-10,-3.2754336283471273e-06,666.1924083248508,90.49901851103499,1.966036669117805e-05,23.57765232815124,0,Two-phase (LV)
17.0,130.0,0.9564271376185081,0.0008223590990903296,0.04357286238149208,0.9991776409009085,0.9409513860887821,0.059048613911217906,-7.7991169452183975,0.00041009695721194684,0.13582279787927215,-5.58725372539684e-07,-0.008458913593518585,5.5700516130302775e-05,-2.2913157519563587e-10,-3.4689747260207465e-06,666.7873601848787,90.56492485084422,1.9676842708232714e-05,24.73717041037591,0,Two-phase (LV)
18.0,130.0,0.9540505843511976,0.0008186488402140367,0.04594941564880249,0.9991813511597863,0.943297551899346,0.056702448100654,-7.852850257214679,0.000388642656556141,0.13580027767821365,-5.26047285212694e-07,-0.009416395310776492,5.277778067792257e-05,-2.0444441439920741e-10,-3.659612888762965e-06,667.4125564641379,90.63481049375638,1.9694190146364093e-05,25.85960486987289,0,Two-phase (LV)
19.0,130.0,0.9517054166213513,0.0008186038773993525,0.04829458337864868,0.9991813961226009,0.9456240049516028,0.054375995048397185,-7.903473626948134,0.0003694579498299,0.13577761582943945,-4.9680919732598e-07,-0.010412562699069485,5.016411957713648e-05,-1.835501075006948e-10,-3.847004067273502e-06,668.068750927177,90.70878221104371,1.9712432160234397e-05,26.945045993314682,0,Two-phase (LV)
20.0,130.0,0.9493937946941958,0.0008220545922839067,0.05060620530580423,0.999177945407716,0.9479282455864761,0.05207175441352391,-7.951305767111559,0.0003522019704907649,0.13575482320570204,-4.7049511116119824e-07,-0.011444523737899722,4.781311623667368e-05,-1.657093052572455e-10,-4.030783811816616e-06,668.7567305260003,90.78695172018048,1.9731592994370124e-05,27.993608178143777,0,Two-phase (LV)
21.0,130.0,0.9471180044573215,0.0008289265292964643,0.052881995542678625,0.9991710734707029,0.9502075998166544,0.049792400183345686,-7.996619031459859,0.0003365987359844525,0.13573191147944577,-4.4668731374419153e-07,-0.012509157026918837,4.568718983673504e-05,-1.5035438518658542e-10,-4.210566443491912e-06,669.477318569748,90.86943614160576,1.975169808386633e-05,29.005430093652777,0,Two-phase (LV)
22.0,130.0,0.9448804664017857,0.0008392329023877305,0.055119533598214365,0.9991607670976126,0.9524592096094981,0.0475407903905018,-8.039648074377213,0.00032242239885860743,0.13570889316280926,-4.2504403935125544e-07,-0.01360310009167143,4.375558687999943e-05,-1.3704371878818413e-10,-4.3859441634704455e-06,670.2313785461882,90.95635854548703,1.977277417467151e-05,29.98067441580587,0,Two-phase (LV)
23.0,130.0,0.9426837460316979,0.0008530732150460181,0.057316253968302096,0.9991469267849548,0.9546800212993198,0.04531997870068011,-8.08059658551245,0.00030948634526248336,0.13568578165028145,-4.0528295918463447e-07,-0.014722736995933846,4.199289666702893e-05,-1.2542954183521674e-10,-4.556486065132319e-06,671.0198187847035,91.0478486146327,1.9794849469095377e-05,30.91952700798167,0,Two-phase (LV)
24.0,130.0,0.9405305661702967,0.0008706377645336878,0.05946943382970328,0.9991293622354671,0.9568667717489441,0.04313322825105598,-8.119642591776392,0.0002976350186370966,0.13566259126503574,-3.8716879862593715e-07,-0.015864184993173616,4.0377937879525734e-05,-1.1523499259473311e-10,-4.7217369961055776e-06,671.8435982180523,91.14404345908653,1.9817953804245007e-05,31.822195382368495,0,Two-phase (LV)
25.0,130.0,0.9384238218230148,0.0008922185965357442,0.061576178176985144,0.9991077814034652,0.9590159716314834,0.040984028368516556,-8.156942678264757,0.00028673770548169174,0.13563933731050015,-3.7050392634519657e-07,-0.017023279804341776,3.8892912353470035e-05,-1.0623744571217939e-10,-4.881216190869783e-06,672.7037335972285,91.24508863142731,1.9842118874045106e-05,32.68890622455043,0,Two-phase (LV)
26.0,130.0,0.9363665966527338,0.0009182284086600327,0.06363340334726625,0.9990817715913394,0.9611238868041457,0.03887611319585427,-8.192635382670987,0.00027668375500495114,0.13561603612550843,-3.55121115150805e-07,-0.018195559986754904,3.752275411409278e-05,-9.825624362147037e-11,-5.034415861553186e-06,673.6013076600206,91.35113927381107,1.9867378479817854e-05,33.51990235216782,0,Two-phase (LV)
27.0,130.0,0.9343621931822895,0.0009492301907059907,0.0656378068177105,0.9990507698092944,0.9631865052825506,0.036813494717449435,-8.226843954129286,0.0002673788599689798,0.13559270516932953,-3.408779115311816e-07,-0.019376243233072174,3.6254622928285325e-05,-9.114354737381409e-11,-5.180797826140497e-06,674.5374846302306,91.462362279128,1.989376900094698e-05,34.31543491399555,0,Two-phase (LV)
28.0,130.0,0.932414153241837,0.0009859824630793232,0.06758584675816302,0.9990140175369197,0.9651995137588163,0.03480048624118365,-8.259678609688887,0.0002587421350758233,0.13556936308849582,-3.276522117231657e-07,-0.020560207716556787,3.507750645638692e-05,-8.47774328235676e-11,-5.319792042184321e-06,675.5135205971851,91.57893774502789,1.992132971213904e-05,35.07575931629998,0,Two-phase (LV)
29.0,130.0,0.9305263041272313,0.0010295084164419126,0.06947369587276883,0.998970491583557,0.9671582470557226,0.03284175294427738,-8.29123840396678,0.0002507037978412612,0.13554602984160719,-3.153387530629097e-07,-0.021741957719643424,3.398190446359585e-05,-7.905662299939911e-11,-5.450791372818734e-06,676.5307874640791,91.70106230637208,1.995010350829826e-05,35.801122498497435,0,Two-phase (LV)
30.0,130.0,0.92870281206284,0.0010812036237493093,0.07129718793715997,0.99891879637625,0.969057628884758,0.030942371115242007,-8.321612787634704,0.00024320331246433234,0.13552272684744254,-3.038463070574137e-07,-0.022915582984541345,3.295957608349693e-05,-7.389642835641765e-11,-5.573145688891746e-06,677.5908005658697,91.82895297942828,1.998013774060723e-05,36.491748607199085,0,Two-phase (LV)
31.0,130.0,0.9269482595201715,0.001143009128162535,0.07305174047982853,0.9988569908718369,0.9708920860961191,0.0291079139038809,-8.350882922014844,0.00023618789085278044,0.13549947719668412,-2.9309541571509067e-07,-0.024074700772801244,3.200333573073924e-05,-6.922558805636614e-11,-5.6861527984397295e-06,678.6952584717477,91.96285269879021,2.0011485420087246e-05,37.14781790824528,0,Two-phase (LV)
32.0,130.0,0.9252677578123224,0.0012177015901177343,0.07473224218767764,0.9987822984098826,0.9726554231102755,0.027344576889724526,-8.379122802465451,0.00022961127158252796,0.13547630596129373,-2.8301655228804826e-07,-0.025212371292370306,3.1106886881076266e-05,-6.498379044976177e-11,-5.78904463205197e-06,679.8461005619258,92.10303832631993,2.004420695809184e-05,37.769436193126175,0,Two-phase (LV)
33.0,130.0,0.923667117469733,0.0013094068762513243,0.07633288253026713,0.9986905931237496,0.9743406303238854,0.025659369676114596,-8.406400237038035,0.0002234327158159406,0.13545324066657252,-2.735486163829181e-07,-0.026320968638889428,3.0264685428202505e-05,-6.11197102661283e-11,-5.880965505893266e-06,681.0455934682751,92.24983267696697,2.0078372779214005e-05,38.35658901699697,0,Two-phase (LV)
34.0,130.0,0.9221531182304303,0.0014245747684822915,0.07784688176956975,0.9985754252315181,0.9759395769928731,0.024060423007126852,-8.432777726532091,0.00021761617186051623,0.1354303120469224,-2.6463769456942946e-07,-0.02739197400776223,2.947182606152641e-05,-5.758944202219176e-11,-5.960936523271979e-06,682.2964669590505,92.40362342877688,2.011406742963422e-05,38.90907027817437,0,Two-phase (LV)
35.0,130.0,0.9207339621993803,0.001574003862835243,0.07926603780061971,0.9984259961371663,0.9774424875547194,0.022557512445280647,-8.458313302241923,0.0002121295675603033,0.13540755532691434,-2.5623603332892617e-07,-0.028415624786886775,2.8723946155896184e-05,-5.4355238943432574e-11,-6.027794197998128e-06,683.6021403380373,92.56489463941985,2.0151396424056627e-05,39.42636419966597,0,Two-phase (LV)
36.0,130.0,0.9194200923641607,0.001777586309662534,0.08057990763583935,0.9982224136903384,0.9788369738367293,0.021163026163270704,-8.483061411288848,0.00020694419068061637,0.13538501255379098,-2.483011829314243e-07,-0.02938027493243909,2.8017141853229365e-05,-5.138448734678328e-11,-6.0800772178676085e-06,684.9671288752747,92.73428334171324,2.019049854092646e-05,39.90743500890428,0,Two-phase (LV)
37.0,130.0,0.9182258152862236,0.0020774145855325826,0.08177418471377643,0.9979225854144679,0.9801060447496452,0.0198939552503547,-8.507074035286383,0.00020203410558475204,0.13536273724700032,-2.407952796163413e-07,-0.030271118777853462,2.734788954920151e-05,-4.864885894631779e-11,-6.1157984073334165e-06,686.397845869873,92.91269125739063,2.023157009189149e-05,40.35031407251978,0,Two-phase (LV)
38.0,130.0,0.9171728375624102,0.0025827075217207075,0.08282716243758985,0.9974172924782791,0.9812234606537399,0.018776539346260113,-8.530402485856985,0.00019737551308319327,0.13534080456741965,-2.336844398882643e-07,-0.03106739806083155,2.671296074258664e-05,-4.6123586222504806e-11,-6.131943632416431e-06,687.9043457194261,93.10152761509154,2.027491767370194e-05,40.75120586046702,0,Two-phase (LV)
39.0,130.0,0.916296207744395,0.003621935310226124,0.08370379225560501,0.9963780646897741,0.9821445522936328,0.017855447706367156,-8.553100098633545,0.0001929460197424771,0.13531932858488532,-2.2693824630506303e-07,-0.03173765970477313,2.610932584467803e-05,-4.378683135189982e-11,-6.1236551159771764e-06,689.5032541386862,93.30311740714058,2.0321046873539085e-05,41.10300321178626,0,Two-phase (LV)
40.0,130.0,0.9156131392900521,0.0052784767409909915,0.08438686070994797,0.9947215232590083,0.9828490115422683,0.01715098845773172,-8.575210694216286,0.0001887266862129988,0.13529837424077457,-2.2052933061174608e-07,-0.03226397862637285,2.5534413820467544e-05,-4.1619769779125674e-11,-6.089073770202369e-06,691.202534525169,93.51857919235822,2.0370201375314417e-05,41.403266526410604,0,Two-phase (LV)
41.0,130.0,0.9150515720027134,0.006674866185068162,0.08494842799728662,0.9933251338149326,0.9834302532128836,0.01656974678711648,-8.596740868558822,0.0001847067974914682,0.13527774945150609,-2.1443304399265212e-07,-0.03269914593431977,2.498671987304091e-05,-3.960724083222989e-11,-6.039754526234369e-06,692.9666061570347,93.74296292597182,2.042130666064453e-05,41.67184737564575,0,Two-phase (LV)
42.0,130.0,0.9145522057943996,0.0077836190575031675,0.08544779420560043,0.9922163809424973,0.9839515770536701,0.01604842294632991,-8.617698747139702,0.00018087601758262755,0.13525729088845379,-2.0862708315788727e-07,-0.033088073588151634,2.4464800124918535e-05,-3.773563596147832e-11,-5.9848389801057896e-06,694.7663555930944,93.9722150579661,2.0473482611875876e-05,41.9244379535053,0,Two-phase (LV)
43.0,130.0,0.9140913776629496,0.008724735585203036,0.08590862233705045,0.991275264414797,0.9844357224929219,0.015564277507078172,-8.638103554276826,0.00017722267694042024,0.13523693339595533,-2.0309120325101795e-07,-0.03344868351984034,2.396705135764452e-05,-3.599236670319638e-11,-5.927865233519023e-06,696.590199945614,94.2047224743202,2.0526379037762724e-05,42.167285757190214,0,Two-phase (LV)
44.0,130.0,0.9136578949269286,0.009558990934779764,0.0863421050730714,0.9904410090652207,0.9848933619246516,0.015106638075348455,-8.657977230082805,0.0001737353784123635,0.1352166463120271,-1.9780699424407524e-07,-0.033789412724167814,2.3491915214670745e-05,-3.4366072997606625e-11,-5.8704164059648254e-06,698.4326805041236,94.43972473248711,2.0579830902220316e-05,42.4033544086759,0,Two-phase (LV)
45.0,130.0,0.9132453908707668,0.010318678181557238,0.08675460912923319,0.9896813218184426,0.9853306024900761,0.014669397509923854,-8.677341751111005,0.00017040344082959168,0.1351964122912521,-1.9275768047450785e-07,-0.03411503588989733,2.3037933842245458e-05,-3.2846571999187134e-11,-5.813319499663516e-06,700.2907061676486,94.6767910347735,2.0633744747413063e-05,42.634334991243534,0,Two-phase (LV)
46.0,130.0,0.9128497953744098,0.01102286495052613,0.08715020462559021,0.9889771350494742,0.9857513731948878,0.014248626805112186,-8.696218341762274,0.00016721697426175515,0.13517622030465923,-1.8792794408781788e-07,-0.03442859028413569,2.2603758551485548e-05,-3.1424742189597206e-11,-5.7570446954108314e-06,702.162311394668,94.91564729471438,2.068806114162117e-05,42.86131167743778,0,Two-phase (LV)
47.0,130.0,0.9124682968583183,0.011683783631242808,0.08753170314168182,0.9883162163687573,0.9861584022868574,0.01384159771314264,-8.71462722594399,0.0001641668571126281,0.13515606277302097,-1.8330377038301477e-07,-0.034732164116039764,2.2188146045163927e-05,-3.009240388067438e-11,-5.701870223650249e-06,704.0461467976702,95.15610521168945,2.0742739278496153e-05,43.08503531583961,0,Two-phase (LV)
48.0,130.0,0.9120988438389726,0.012309787589337104,0.08790115616102742,0.9876902124106623,0.9865536886063038,0.013446311393696175,-8.732587565434166,0.00016124468478034766,0.13513593419363354,-1.7887231226677844e-07,-0.03502727422185559,2.1789951111550247e-05,-2.8842209607388603e-11,-5.647961790617902e-06,705.9412347040065,95.39802823753304,2.079774958736451e-05,43.30605502916973,0,Two-phase (LV)
49.0,130.0,0.9117398773682117,0.012906861110801068,0.0882601226317884,0.9870931388891995,0.9869387559692739,0.01306124403072606,-8.750117471474347,0.00015844271152356737,0.13511583040498462,-1.746217712127892e-07,-0.0353150683304819,2.140811853912423e-05,-2.766754692200234e-11,-5.595415183921613e-06,707.8468380344826,95.64131332057177,2.0853069769430517e-05,43.524788978293856,0,Two-phase (LV)
50.0,130.0,0.9113901750877843,0.0134794556568142,0.08860982491221575,0.9865205443431855,0.9873148021943623,0.012685197805637649,-8.767234046657336,0.00015575379312552078,0.13509574815921013,-1.7054129246274587e-07,-0.03559644267955663,2.104167521092707e-05,-2.656245318560146e-11,-5.544280969116123e-06,709.7623839362745,95.88588027313556,2.0908682489322984e-05,43.74156567543629,0,Two-phase (LV)
51.0,130.0,0.9110487544186012,0.014030984126899666,0.0889512455813988,0.9859690158731005,0.987682792042115,0.01231720795788499,-8.783953438896054,0.00015317133310431674,0.1350756848573113,-1.6662087253456517e-07,-0.03587211486548091,2.0689722719572943e-05,-2.552154116912378e-11,-5.494579655216889e-06,711.6874164103555,96.13166517595926,2.096457394316075e-05,43.95664967187133,0,Two-phase (LV)
52.0,130.0,0.9107148093881491,0.014564128819456573,0.08928519061185088,0.9854358711805439,0.9880435181041769,0.011956481895823101,-8.80029089914095,0.00015068923335049064,0.13505563837677786,-1.6285127739055295e-07,-0.036142671275100256,2.0351430606657758e-05,-2.4539934140130513e-11,-5.446311425683657e-06,713.6215654237194,96.37861607773597,2.1020732924939593e-05,44.17025834489968,0,Two-phase (LV)
53.0,130.0,0.9103876677090391,0.015081041835893453,0.08961233229096092,0.9849189581641073,0.9883976423173362,0.011602357682663766,-8.816260838871091,0.00014830184930501096,0.13503560695473882,-1.592239698624639e-07,-0.03640859924234183,2.0026030233412366e-05,-2.3613209184288726e-11,-5.399462598244314e-06,715.5645259403499,96.6266900756351,2.1077150192751856e-05,44.3825733192102,0,Two-phase (LV)
54.0,130.0,0.9100667606270845,0.015583480317329876,0.08993323937291552,0.9844165196826699,0.9887457252151226,0.011254274784877394,-8.831876885450066,0.00014600394947107516,0.1350155891060615,-1.5573104513611408e-07,-0.03667030959009924,1.971280924964885e-05,-2.2737347645130923e-11,-5.354010028481532e-06,717.51604320307,96.87585126611278,2.1133818023958578e-05,44.593748500615966,0,Two-phase (LV)
55.0,130.0,0.9097516011373388,0.016072900557016066,0.09024839886266128,0.9839270994429844,0.9890882471172174,0.010911752882782566,-8.84715193447115,0.000143790678928156,0.1349955835643097,-1.5236517327131476e-07,-0.03692815288246293,1.941110661301471e-05,-2.1908691709688475e-11,-5.309924174532085e-06,719.4759021093315,97.12606926570737,2.1190729894091038e-05,44.803915887184594,0,Two-phase (LV)
56.0,130.0,0.9094417678651199,0.01655052524474877,0.09055823213488016,0.9834494747552507,0.9894256238448358,0.010574376155164267,-8.862098198751578,0.00014165752648035874,0.1349755892381503,-1.491195478785672e-07,-0.037182431426205816,1.9120308106705303e-05,-2.1123906302347254e-11,-5.267171264361874e-06,721.4439193567065,97.37731811745205,2.1247880239484033e-05,45.01318987396926,0,Two-phase (LV)
57.0,130.0,0.9091368928904708,0.01701739262447979,0.09086310710952916,0.9829826073755201,0.9897582186156153,0.010241781384384752,-8.876727253917347,0.00013960029507543615,0.1349556051784937,-1.4598784019701433e-07,-0.0374334083182759,1.883984230500178e-05,-2.037994556892882e-11,-5.2257148469106016e-06,723.4199375154072,97.62957546557988,2.1305264278141597e-05,45.22167050798306,0,Two-phase (LV)
58.0,130.0,0.9088366523846904,0.017474393155242646,0.09116334761530967,0.9825256068447575,0.990086351207724,0.009913648792275909,-8.891050080668673,0.00013761507515291875,0.13493563055327634,-1.429641579221117e-07,-0.03768131439023748,1.8569176939395605e-05,-1.9674023336625145e-11,-5.18551691167329e-06,725.4038204739486,97.88282192140792,2.1362877872105565e-05,45.42944599382223,0,Two-phase (LV)
59.0,130.0,0.908540759294921,0.01792229733815719,0.09145924070507909,0.9820777026618428,0.9904103051309354,0.009589694869064525,-8.905077103890973,0.00013569822060911367,0.13491566462779775,-1.4004300821971392e-07,-0.03792635362350179,1.830781562228809e-05,-1.9003587024162658e-11,-5.146538700901203e-06,727.3954498843245,98.13704056837959,2.1420717420040677e-05,45.636594653006,0,Two-phase (LV)
60.0,130.0,0.9082489575483195,0.01836177717115159,0.09175104245168057,0.9816382228288477,0.990730333316159,0.009269666683840994,-8.918818228810876,0.0001338463270975788,0.13489570674917473,-1.3721926443835044e-07,-0.038168707431765696,1.805529488960911e-05,-1.8366294552104618e-11,-5.1087412998038985e-06,729.3947223482841,98.39221657028985,2.1478779772200962e-05,45.84318647760324,0,Two-phase (LV)
61.0,130.0,0.907961017402564,0.01879342292353496,0.09203898259743604,0.9812065770764653,0.9910466626854205,0.00895333731457948,-8.93228287440844,0.00013205621241364591,0.1348757563338927,-1.3448813609537368e-07,-0.03840853809020307,1.7811181527879682e-05,-1.7759993867325986e-11,-5.072086064537467e-06,731.4015471622803,98.64833685729185,2.1537062162295362e-05,46.049284377543614,0,Two-phase (LV)
62.0,130.0,0.9076767316739265,0.019217756417246445,0.09232326832607347,0.9807822435827541,0.9913594978634679,0.008640502136532169,-8.945480004295531,0.00013032489873941364,0.1348558128577278,-1.318451417674557e-07,-0.03864599151246588,1.757507015510469e-05,-1.71827047501273e-11,-5.036534930546355e-06,733.415844489863,98.90538987141737,2.1595562152262056e-05,46.25494519323761,0,Two-phase (LV)
63.0,130.0,0.9073959126462052,0.01963524166241946,0.0926040873537948,0.9803647583375804,0.991669024222475,0.008330975777524952,-8.958418155262347,0.0001286495965509101,0.13483587584750198,-1.2928608456276856e-07,-0.03888119952246012,1.734658102836973e-05,-1.663260261864702e-11,-5.0020506319799325e-06,735.4375438654376,99.16336535823194,2.1654277587057222e-05,46.46022052595464,0,Two-phase (LV)
64.0,130.0,0.9071183895142921,0.020046293462621486,0.09288161048570788,0.9799537065373781,0.991975410402406,0.008024589597594,-8.971105463682427,0.0001270276900117634,0.13481594487427884,-1.2680702989251094e-07,-0.03911428172995029,1.7125358054132875e-05,-1.6108004084498294e-11,-4.968596854624906e-06,737.4665829580258,99.42225419469199,2.171320655730526e-05,46.665157425015835,0,Two-phase (LV)
65.0,130.0,0.9068440062521388,0.020451284443187667,0.09315599374786127,0.9795487155568126,0.9922788104146755,0.007721189585324528,-8.983549689953033,0.000125456723697868,0.1347960195476968,-1.2440428529420232e-07,-0.039345347092178906,1.6911066979967807e-05,-1.5607354046985483e-11,-4.936138338940203e-06,739.5029065413756,99.68204824572986,2.1772347368177277e-05,46.86979896122187,0,Two-phase (LV)
66.0,130.0,0.9065726198210422,0.02085055084130546,0.09342738017895787,0.9791494491586948,0.9925793654113043,0.007420634588695685,-8.995758241134588,0.00012393439051525766,0.13477609951121827,-1.220743820891353e-07,-0.039574495224031635,1.6703393748946553e-05,-1.5129214141743672e-11,-4.904640945539336e-06,741.5464656292517,99.94274024384022,2.1831698513268055e-05,47.0741847090059,0,Two-phase (LV)
67.0,130.0,0.9063040986532873,0.021244397313935674,0.09369590134671277,0.9787556026860644,0.9928772051831676,0.007122794816832478,-9.007738191938856,0.00012245852068914828,0.13475618443811366,-1.198140586823839e-07,-0.039801817505050935,1.650204300000542e-05,-1.4672252384007533e-11,-4.874071692407984e-06,743.597216744477,100.20432368728672,2.1891258652513478e-05,47.27835115468987,0,Two-phase (LV)
68.0,130.0,0.9060383213605124,0.021633100959450407,0.09396167863948753,0.9783668990405503,0.9931724494369514,0.006827550563048679,-9.019496304203319,0.00012102707171583896,0.13473627402804778,-1.1762024533630607e-07,-0.04002739802088558,1.630673669951747e-05,-1.4235233867551688e-11,-4.844398770872149e-06,745.6551212968594,100.46679275347086,2.1951026593387296e-05,47.48233204438359,0,Two-phase (LV)
